INSERT INTO Records (product_id, date, price) VALUES (1, '2020-08-18', 8.00);
INSERT INTO Records (product_id, date, price) VALUES (369, '2020-08-18', 27.30);
INSERT INTO Records (product_id, date, price) VALUES (370, '2020-08-18', 8.20);
INSERT INTO Records (product_id, date, price) VALUES (371, '2020-08-18', 11.10);
INSERT INTO Records (product_id, date, price) VALUES (372, '2020-08-18', 31.10);
INSERT INTO Records (product_id, date, price) VALUES (373, '2020-08-18', 35.40);
INSERT INTO Records (product_id, date, price) VALUES (374, '2020-08-18', 8.80);
INSERT INTO Records (product_id, date, price) VALUES (375, '2020-08-18', 11.20);
INSERT INTO Records (product_id, date, price) VALUES (376, '2020-08-18', 13.60);
INSERT INTO Records (product_id, date, price) VALUES (377, '2020-08-18', 25.80);
INSERT INTO Records (product_id, date, price) VALUES (378, '2020-08-18', 43.20);
INSERT INTO Records (product_id, date, price) VALUES (379, '2020-08-18', 25.50);
INSERT INTO Records (product_id, date, price) VALUES (380, '2020-08-18', 39.40);
INSERT INTO Records (product_id, date, price) VALUES (381, '2020-08-18', 6.60);
INSERT INTO Records (product_id, date, price) VALUES (382, '2020-08-18', 8.50);
INSERT INTO Records (product_id, date, price) VALUES (383, '2020-08-18', 11.40);
INSERT INTO Records (product_id, date, price) VALUES (384, '2020-08-18', 31.20);
INSERT INTO Records (product_id, date, price) VALUES (385, '2020-08-18', 22.00);
INSERT INTO Records (product_id, date, price) VALUES (386, '2020-08-18', 20.50);
INSERT INTO Records (product_id, date, price) VALUES (387, '2020-08-18', 17.20);
INSERT INTO Records (product_id, date, price) VALUES (388, '2020-08-18', 19.60);
INSERT INTO Records (product_id, date, price) VALUES (389, '2020-08-18', 9.60);
INSERT INTO Records (product_id, date, price) VALUES (390, '2020-08-18', 9.10);
INSERT INTO Records (product_id, date, price) VALUES (391, '2020-08-18', 8.60);
INSERT INTO Records (product_id, date, price) VALUES (392, '2020-08-18', 9.10);
INSERT INTO Records (product_id, date, price) VALUES (393, '2020-08-18', 9.00);
INSERT INTO Records (product_id, date, price) VALUES (394, '2020-08-18', 9.40);
INSERT INTO Records (product_id, date, price) VALUES (395, '2020-08-18', 19.30);
INSERT INTO Records (product_id, date, price) VALUES (396, '2020-08-18', 26.50);
INSERT INTO Records (product_id, date, price) VALUES (397, '2020-08-18', 28.90);
INSERT INTO Records (product_id, date, price) VALUES (398, '2020-08-18', 39.30);
INSERT INTO Records (product_id, date, price) VALUES (399, '2020-08-18', 21.90);
INSERT INTO Records (product_id, date, price) VALUES (400, '2020-08-18', 41.10);
INSERT INTO Records (product_id, date, price) VALUES (401, '2020-08-18', 21.50);
INSERT INTO Records (product_id, date, price) VALUES (402, '2020-08-18', 53.00);
INSERT INTO Records (product_id, date, price) VALUES (403, '2020-08-18', 44.00);
INSERT INTO Records (product_id, date, price) VALUES (404, '2020-08-18', 96.60);
INSERT INTO Records (product_id, date, price) VALUES (405, '2020-08-18', 90.00);
INSERT INTO Records (product_id, date, price) VALUES (406, '2020-08-18', 36.40);
INSERT INTO Records (product_id, date, price) VALUES (407, '2020-08-18', 37.00);
INSERT INTO Records (product_id, date, price) VALUES (408, '2020-08-18', 47.20);
INSERT INTO Records (product_id, date, price) VALUES (409, '2020-08-18', 39.60);
INSERT INTO Records (product_id, date, price) VALUES (410, '2020-08-18', 44.50);
INSERT INTO Records (product_id, date, price) VALUES (411, '2020-08-18', 37.10);
INSERT INTO Records (product_id, date, price) VALUES (412, '2020-08-18', 129.40);
INSERT INTO Records (product_id, date, price) VALUES (413, '2020-08-18', 127.00);
INSERT INTO Records (product_id, date, price) VALUES (414, '2020-08-18', 41.70);
INSERT INTO Records (product_id, date, price) VALUES (415, '2020-08-18', 30.20);
INSERT INTO Records (product_id, date, price) VALUES (416, '2020-08-18', 35.26);
INSERT INTO Records (product_id, date, price) VALUES (417, '2020-08-18', 9.73);
INSERT INTO Records (product_id, date, price) VALUES (418, '2020-08-18', 8.00);
INSERT INTO Records (product_id, date, price) VALUES (419, '2020-08-18', 10.60);
INSERT INTO Records (product_id, date, price) VALUES (420, '2020-08-18', 29.50);
INSERT INTO Records (product_id, date, price) VALUES (421, '2020-08-18', 7.50);
INSERT INTO Records (product_id, date, price) VALUES (422, '2020-08-18', 9.50);
INSERT INTO Records (product_id, date, price) VALUES (423, '2020-08-18', 12.40);
INSERT INTO Records (product_id, date, price) VALUES (424, '2020-08-18', 35.20);
INSERT INTO Records (product_id, date, price) VALUES (425, '2020-08-18', 11.40);
INSERT INTO Records (product_id, date, price) VALUES (426, '2020-08-18', 22.45);
INSERT INTO Records (product_id, date, price) VALUES (427, '2020-08-18', 8.00);
INSERT INTO Records (product_id, date, price) VALUES (428, '2020-08-18', 25.10);
INSERT INTO Records (product_id, date, price) VALUES (429, '2020-08-18', 40.40);
INSERT INTO Records (product_id, date, price) VALUES (430, '2020-08-18', 31.20);
INSERT INTO Records (product_id, date, price) VALUES (431, '2020-08-18', 41.50);
INSERT INTO Records (product_id, date, price) VALUES (432, '2020-08-18', 39.40);
INSERT INTO Records (product_id, date, price) VALUES (433, '2020-08-18', 39.40);
INSERT INTO Records (product_id, date, price) VALUES (434, '2020-08-18', 55.90);
INSERT INTO Records (product_id, date, price) VALUES (435, '2020-08-18', 17.90);
INSERT INTO Records (product_id, date, price) VALUES (436, '2020-08-18', 23.80);
INSERT INTO Records (product_id, date, price) VALUES (437, '2020-08-18', 17.90);
INSERT INTO Records (product_id, date, price) VALUES (438, '2020-08-18', 11.90);
INSERT INTO Records (product_id, date, price) VALUES (439, '2020-08-18', 120.80);
INSERT INTO Records (product_id, date, price) VALUES (440, '2020-08-18', 112.50);
INSERT INTO Records (product_id, date, price) VALUES (441, '2020-08-18', 39.20);
INSERT INTO Records (product_id, date, price) VALUES (442, '2020-08-18', 54.00);
INSERT INTO Records (product_id, date, price) VALUES (443, '2020-08-18', 78.90);
INSERT INTO Records (product_id, date, price) VALUES (444, '2020-08-18', 59.00);
INSERT INTO Records (product_id, date, price) VALUES (445, '2020-08-18', 21.10);
INSERT INTO Records (product_id, date, price) VALUES (446, '2020-08-18', 27.30);
INSERT INTO Records (product_id, date, price) VALUES (447, '2020-08-18', 8.40);
INSERT INTO Records (product_id, date, price) VALUES (448, '2020-08-18', 11.20);
INSERT INTO Records (product_id, date, price) VALUES (449, '2020-08-18', 30.70);
INSERT INTO Records (product_id, date, price) VALUES (450, '2020-08-18', 23.90);
INSERT INTO Records (product_id, date, price) VALUES (451, '2020-08-18', 20.90);
INSERT INTO Records (product_id, date, price) VALUES (452, '2020-08-18', 33.90);
INSERT INTO Records (product_id, date, price) VALUES (453, '2020-08-18', 14.90);
INSERT INTO Records (product_id, date, price) VALUES (454, '2020-08-18', 32.50);
INSERT INTO Records (product_id, date, price) VALUES (455, '2020-08-18', 33.30);
INSERT INTO Records (product_id, date, price) VALUES (456, '2020-08-18', 8.10);
INSERT INTO Records (product_id, date, price) VALUES (457, '2020-08-18', 25.90);
INSERT INTO Records (product_id, date, price) VALUES (458, '2020-08-18', 53.10);
INSERT INTO Records (product_id, date, price) VALUES (459, '2020-08-18', 49.80);
INSERT INTO Records (product_id, date, price) VALUES (460, '2020-08-18', 34.90);
INSERT INTO Records (product_id, date, price) VALUES (461, '2020-08-18', 13.50);
INSERT INTO Records (product_id, date, price) VALUES (462, '2020-08-18', 23.90);
Silpo: timeout exception. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (463, '2020-08-18', 0.00);
Silpo: timeout exception. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (464, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (465, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (466, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (467, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (468, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (469, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (470, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (471, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (472, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (473, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (474, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (475, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (476, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (477, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (478, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (479, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (480, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (481, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (482, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (483, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (484, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (485, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (486, '2020-08-18', 0.00);
Silpo: timeout exception. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (487, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (488, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (489, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (490, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (491, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (492, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (493, '2020-08-18', 0.00);
Silpo: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (494, '2020-08-18', 0.00);
INSERT INTO Records (product_id, date, price) VALUES (495, '2020-08-18', 8.76);
INSERT INTO Records (product_id, date, price) VALUES (496, '2020-08-18', 13.94);
INSERT INTO Records (product_id, date, price) VALUES (497, '2020-08-18', 11.68);
INSERT INTO Records (product_id, date, price) VALUES (498, '2020-08-18', 8.79);
INSERT INTO Records (product_id, date, price) VALUES (499, '2020-08-18', 44.99);
INSERT INTO Records (product_id, date, price) VALUES (500, '2020-08-18', 25.79);
Fora: timeout exception. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (501, '2020-08-18', 0.00);
INSERT INTO Records (product_id, date, price) VALUES (502, '2020-08-18', 24.99);
INSERT INTO Records (product_id, date, price) VALUES (503, '2020-08-18', 29.99);
INSERT INTO Records (product_id, date, price) VALUES (504, '2020-08-18', 52.09);
INSERT INTO Records (product_id, date, price) VALUES (505, '2020-08-18', 16.28);
INSERT INTO Records (product_id, date, price) VALUES (506, '2020-08-18', 9.98);
INSERT INTO Records (product_id, date, price) VALUES (508, '2020-08-18', 6.90);
INSERT INTO Records (product_id, date, price) VALUES (509, '2020-08-18', 8.90);
INSERT INTO Records (product_id, date, price) VALUES (510, '2020-08-18', 23.00);
INSERT INTO Records (product_id, date, price) VALUES (511, '2020-08-18', 12.40);
INSERT INTO Records (product_id, date, price) VALUES (512, '2020-08-18', 28.50);
INSERT INTO Records (product_id, date, price) VALUES (513, '2020-08-18', 7.90);
INSERT INTO Records (product_id, date, price) VALUES (514, '2020-08-18', 30.00);
INSERT INTO Records (product_id, date, price) VALUES (515, '2020-08-18', 46.00);
INSERT INTO Records (product_id, date, price) VALUES (516, '2020-08-18', 69.90);
INSERT INTO Records (product_id, date, price) VALUES (517, '2020-08-18', 77.50);
INSERT INTO Records (product_id, date, price) VALUES (518, '2020-08-18', 74.90);
INSERT INTO Records (product_id, date, price) VALUES (519, '2020-08-18', 62.00);
INSERT INTO Records (product_id, date, price) VALUES (520, '2020-08-18', 21.90);
INSERT INTO Records (product_id, date, price) VALUES (521, '2020-08-18', 28.60);
INSERT INTO Records (product_id, date, price) VALUES (522, '2020-08-18', 34.00);
Auchan: timeout exception. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (523, '2020-08-18', 0.00);
INSERT INTO Records (product_id, date, price) VALUES (524, '2020-08-18', 24.10);
INSERT INTO Records (product_id, date, price) VALUES (525, '2020-08-18', 25.50);
Auchan: timeout exception. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (526, '2020-08-18', 0.00);
INSERT INTO Records (product_id, date, price) VALUES (527, '2020-08-18', 20.70);
INSERT INTO Records (product_id, date, price) VALUES (528, '2020-08-18', 36.00);
INSERT INTO Records (product_id, date, price) VALUES (529, '2020-08-18', 39.30);
INSERT INTO Records (product_id, date, price) VALUES (530, '2020-08-18', 51.70);
INSERT INTO Records (product_id, date, price) VALUES (531, '2020-08-18', 103.50);
INSERT INTO Records (product_id, date, price) VALUES (532, '2020-08-18', 103.50);
INSERT INTO Records (product_id, date, price) VALUES (533, '2020-08-18', 120.90);
INSERT INTO Records (product_id, date, price) VALUES (534, '2020-08-18', 118.70);
INSERT INTO Records (product_id, date, price) VALUES (535, '2020-08-18', 35.00);
INSERT INTO Records (product_id, date, price) VALUES (536, '2020-08-18', 34.00);
INSERT INTO Records (product_id, date, price) VALUES (537, '2020-08-18', 43.20);
INSERT INTO Records (product_id, date, price) VALUES (538, '2020-08-18', 51.80);
INSERT INTO Records (product_id, date, price) VALUES (539, '2020-08-18', 10.00);
INSERT INTO Records (product_id, date, price) VALUES (540, '2020-08-18', 26.00);
INSERT INTO Records (product_id, date, price) VALUES (541, '2020-08-18', 45.00);
INSERT INTO Records (product_id, date, price) VALUES (542, '2020-08-18', 8.20);
INSERT INTO Records (product_id, date, price) VALUES (543, '2020-08-18', 10.10);
INSERT INTO Records (product_id, date, price) VALUES (544, '2020-08-18', 28.00);
INSERT INTO Records (product_id, date, price) VALUES (545, '2020-08-18', 23.30);
Auchan: timeout exception. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (546, '2020-08-18', 0.00);
INSERT INTO Records (product_id, date, price) VALUES (547, '2020-08-18', 49.40);
INSERT INTO Records (product_id, date, price) VALUES (548, '2020-08-18', 8.30);
INSERT INTO Records (product_id, date, price) VALUES (549, '2020-08-18', 15.70);
INSERT INTO Records (product_id, date, price) VALUES (550, '2020-08-18', 27.00);
INSERT INTO Records (product_id, date, price) VALUES (551, '2020-08-18', 37.00);
INSERT INTO Records (product_id, date, price) VALUES (552, '2020-08-18', 57.00);
INSERT INTO Records (product_id, date, price) VALUES (553, '2020-08-18', 14.00);
INSERT INTO Records (product_id, date, price) VALUES (554, '2020-08-18', 16.10);
INSERT INTO Records (product_id, date, price) VALUES (555, '2020-08-18', 34.20);
INSERT INTO Records (product_id, date, price) VALUES (556, '2020-08-18', 12.00);
INSERT INTO Records (product_id, date, price) VALUES (557, '2020-08-18', 16.00);
INSERT INTO Records (product_id, date, price) VALUES (558, '2020-08-18', 17.10);
INSERT INTO Records (product_id, date, price) VALUES (559, '2020-08-18', 8.00);
INSERT INTO Records (product_id, date, price) VALUES (560, '2020-08-18', 10.80);
Auchan: timeout exception. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (561, '2020-08-18', 0.00);
INSERT INTO Records (product_id, date, price) VALUES (562, '2020-08-18', 43.70);
Auchan: timeout exception. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (563, '2020-08-18', 0.00);
INSERT INTO Records (product_id, date, price) VALUES (564, '2020-08-18', 11.30);
INSERT INTO Records (product_id, date, price) VALUES (565, '2020-08-18', 11.40);
INSERT INTO Records (product_id, date, price) VALUES (566, '2020-08-18', 24.90);
INSERT INTO Records (product_id, date, price) VALUES (567, '2020-08-18', 21.30);
INSERT INTO Records (product_id, date, price) VALUES (568, '2020-08-18', 24.00);
INSERT INTO Records (product_id, date, price) VALUES (569, '2020-08-18', 19.20);
INSERT INTO Records (product_id, date, price) VALUES (570, '2020-08-18', 31.00);
INSERT INTO Records (product_id, date, price) VALUES (571, '2020-08-18', 35.20);
INSERT INTO Records (product_id, date, price) VALUES (572, '2020-08-18', 54.70);
INSERT INTO Records (product_id, date, price) VALUES (573, '2020-08-18', 45.00);
INSERT INTO Records (product_id, date, price) VALUES (574, '2020-08-18', 61.70);
INSERT INTO Records (product_id, date, price) VALUES (575, '2020-08-18', 11.00);
INSERT INTO Records (product_id, date, price) VALUES (576, '2020-08-18', 15.00);
INSERT INTO Records (product_id, date, price) VALUES (577, '2020-08-18', 44.00);
INSERT INTO Records (product_id, date, price) VALUES (578, '2020-08-18', 9.10);
INSERT INTO Records (product_id, date, price) VALUES (579, '2020-08-18', 15.20);
INSERT INTO Records (product_id, date, price) VALUES (580, '2020-08-18', 15.20);
INSERT INTO Records (product_id, date, price) VALUES (581, '2020-08-18', 7.69);
INSERT INTO Records (product_id, date, price) VALUES (582, '2020-08-18', 8.99);
INSERT INTO Records (product_id, date, price) VALUES (583, '2020-08-18', 12.79);
INSERT INTO Records (product_id, date, price) VALUES (584, '2020-08-18', 36.49);
INSERT INTO Records (product_id, date, price) VALUES (585, '2020-08-18', 7.99);
INSERT INTO Records (product_id, date, price) VALUES (586, '2020-08-18', 10.89);
INSERT INTO Records (product_id, date, price) VALUES (587, '2020-08-18', 30.99);
INSERT INTO Records (product_id, date, price) VALUES (588, '2020-08-18', 7.69);
INSERT INTO Records (product_id, date, price) VALUES (589, '2020-08-18', 8.99);
INSERT INTO Records (product_id, date, price) VALUES (590, '2020-08-18', 11.89);
INSERT INTO Records (product_id, date, price) VALUES (591, '2020-08-18', 37.99);
INSERT INTO Records (product_id, date, price) VALUES (592, '2020-08-18', 9.99);
INSERT INTO Records (product_id, date, price) VALUES (593, '2020-08-18', 18.29);
INSERT INTO Records (product_id, date, price) VALUES (594, '2020-08-18', 49.99);
INSERT INTO Records (product_id, date, price) VALUES (595, '2020-08-18', 69.99);
INSERT INTO Records (product_id, date, price) VALUES (596, '2020-08-18', 29.99);
INSERT INTO Records (product_id, date, price) VALUES (597, '2020-08-18', 29.99);
INSERT INTO Records (product_id, date, price) VALUES (598, '2020-08-18', 31.99);
INSERT INTO Records (product_id, date, price) VALUES (599, '2020-08-18', 24.99);
INSERT INTO Records (product_id, date, price) VALUES (600, '2020-08-18', 29.49);
INSERT INTO Records (product_id, date, price) VALUES (601, '2020-08-18', 29.99);
INSERT INTO Records (product_id, date, price) VALUES (602, '2020-08-18', 40.99);
INSERT INTO Records (product_id, date, price) VALUES (603, '2020-08-18', 20.99);
INSERT INTO Records (product_id, date, price) VALUES (604, '2020-08-18', 39.99);
INSERT INTO Records (product_id, date, price) VALUES (605, '2020-08-18', 39.99);
INSERT INTO Records (product_id, date, price) VALUES (606, '2020-08-18', 39.99);
INSERT INTO Records (product_id, date, price) VALUES (607, '2020-08-18', 59.99);
INSERT INTO Records (product_id, date, price) VALUES (608, '2020-08-18', 104.00);
INSERT INTO Records (product_id, date, price) VALUES (609, '2020-08-18', 114.00);
INSERT INTO Records (product_id, date, price) VALUES (610, '2020-08-18', 114.00);
INSERT INTO Records (product_id, date, price) VALUES (611, '2020-08-18', 109.00);
INSERT INTO Records (product_id, date, price) VALUES (612, '2020-08-18', 25.49);
INSERT INTO Records (product_id, date, price) VALUES (613, '2020-08-18', 28.49);
INSERT INTO Records (product_id, date, price) VALUES (614, '2020-08-18', 28.99);
INSERT INTO Records (product_id, date, price) VALUES (615, '2020-08-18', 36.99);
INSERT INTO Records (product_id, date, price) VALUES (616, '2020-08-18', 45.49);
INSERT INTO Records (product_id, date, price) VALUES (617, '2020-08-18', 53.99);
INSERT INTO Records (product_id, date, price) VALUES (618, '2020-08-18', 54.99);
INSERT INTO Records (product_id, date, price) VALUES (619, '2020-08-18', 9.59);
INSERT INTO Records (product_id, date, price) VALUES (620, '2020-08-18', 21.99);
INSERT INTO Records (product_id, date, price) VALUES (621, '2020-08-18', 26.99);
INSERT INTO Records (product_id, date, price) VALUES (622, '2020-08-18', 40.99);
INSERT INTO Records (product_id, date, price) VALUES (623, '2020-08-18', 17.49);
INSERT INTO Records (product_id, date, price) VALUES (624, '2020-08-18', 9.49);
INSERT INTO Records (product_id, date, price) VALUES (625, '2020-08-18', 16.39);
INSERT INTO Records (product_id, date, price) VALUES (626, '2020-08-18', 18.29);
INSERT INTO Records (product_id, date, price) VALUES (627, '2020-08-18', 15.49);
INSERT INTO Records (product_id, date, price) VALUES (628, '2020-08-18', 31.99);
INSERT INTO Records (product_id, date, price) VALUES (629, '2020-08-18', 12.29);
INSERT INTO Records (product_id, date, price) VALUES (630, '2020-08-18', 24.99);
INSERT INTO Records (product_id, date, price) VALUES (631, '2020-08-18', 25.99);
INSERT INTO Records (product_id, date, price) VALUES (632, '2020-08-18', 27.49);
INSERT INTO Records (product_id, date, price) VALUES (633, '2020-08-18', 31.99);
INSERT INTO Records (product_id, date, price) VALUES (634, '2020-08-18', 40.99);
INSERT INTO Records (product_id, date, price) VALUES (635, '2020-08-18', 6.81);
INSERT INTO Records (product_id, date, price) VALUES (636, '2020-08-18', 5.95);
INSERT INTO Records (product_id, date, price) VALUES (637, '2020-08-18', 7.42);
INSERT INTO Records (product_id, date, price) VALUES (638, '2020-08-18', 7.52);
INSERT INTO Records (product_id, date, price) VALUES (639, '2020-08-18', 8.46);
INSERT INTO Records (product_id, date, price) VALUES (640, '2020-08-18', 9.32);
INSERT INTO Records (product_id, date, price) VALUES (641, '2020-08-18', 10.31);
INSERT INTO Records (product_id, date, price) VALUES (642, '2020-08-18', 11.28);
INSERT INTO Records (product_id, date, price) VALUES (643, '2020-08-18', 11.44);
INSERT INTO Records (product_id, date, price) VALUES (644, '2020-08-18', 25.97);
INSERT INTO Records (product_id, date, price) VALUES (645, '2020-08-18', 32.42);
INSERT INTO Records (product_id, date, price) VALUES (646, '2020-08-18', 35.87);
INSERT INTO Records (product_id, date, price) VALUES (647, '2020-08-18', 8.55);
INSERT INTO Records (product_id, date, price) VALUES (648, '2020-08-18', 8.89);
INSERT INTO Records (product_id, date, price) VALUES (649, '2020-08-18', 10.80);
INSERT INTO Records (product_id, date, price) VALUES (650, '2020-08-18', 11.46);
INSERT INTO Records (product_id, date, price) VALUES (651, '2020-08-18', 22.75);
ROST: price block not found. Price 0.0 returned.
INSERT INTO Records (product_id, date, price) VALUES (652, '2020-08-18', 0.00);
INSERT INTO Records (product_id, date, price) VALUES (653, '2020-08-18', 42.83);
INSERT INTO Records (product_id, date, price) VALUES (654, '2020-08-18', 49.05);
INSERT INTO Records (product_id, date, price) VALUES (655, '2020-08-18', 56.44);
INSERT INTO Records (product_id, date, price) VALUES (656, '2020-08-18', 74.66);
INSERT INTO Records (product_id, date, price) VALUES (657, '2020-08-18', 41.61);
INSERT INTO Records (product_id, date, price) VALUES (658, '2020-08-18', 42.16);
INSERT INTO Records (product_id, date, price) VALUES (659, '2020-08-18', 76.26);
INSERT INTO Records (product_id, date, price) VALUES (660, '2020-08-18', 106.60);
INSERT INTO Records (product_id, date, price) VALUES (661, '2020-08-18', 110.80);
INSERT INTO Records (product_id, date, price) VALUES (662, '2020-08-18', 20.09);
INSERT INTO Records (product_id, date, price) VALUES (663, '2020-08-18', 25.72);
INSERT INTO Records (product_id, date, price) VALUES (664, '2020-08-18', 50.46);
INSERT INTO Records (product_id, date, price) VALUES (665, '2020-08-18', 17.95);
INSERT INTO Records (product_id, date, price) VALUES (666, '2020-08-18', 20.88);
INSERT INTO Records (product_id, date, price) VALUES (667, '2020-08-18', 24.68);
INSERT INTO Records (product_id, date, price) VALUES (668, '2020-08-18', 28.18);
INSERT INTO Records (product_id, date, price) VALUES (669, '2020-08-18', 30.72);
INSERT INTO Records (product_id, date, price) VALUES (670, '2020-08-18', 38.95);
INSERT INTO Records (product_id, date, price) VALUES (671, '2020-08-18', 24.81);
INSERT INTO Records (product_id, date, price) VALUES (672, '2020-08-18', 40.04);
INSERT INTO Records (product_id, date, price) VALUES (673, '2020-08-18', 27.56);
INSERT INTO Records (product_id, date, price) VALUES (674, '2020-08-18', 25.80);
INSERT INTO Records (product_id, date, price) VALUES (675, '2020-08-18', 16.14);
INSERT INTO Records (product_id, date, price) VALUES (676, '2020-08-18', 27.00);
INSERT INTO Records (product_id, date, price) VALUES (677, '2020-08-18', 15.97);
INSERT INTO Records (product_id, date, price) VALUES (678, '2020-08-18', 23.03);
INSERT INTO Records (product_id, date, price) VALUES (679, '2020-08-18', 14.81);
INSERT INTO Records (product_id, date, price) VALUES (680, '2020-08-18', 15.63);
INSERT INTO Records (product_id, date, price) VALUES (681, '2020-08-18', 7.10);
INSERT INTO Records (product_id, date, price) VALUES (683, '2020-08-18', 7.40);
INSERT INTO Records (product_id, date, price) VALUES (685, '2020-08-18', 8.70);
INSERT INTO Records (product_id, date, price) VALUES (686, '2020-08-18', 8.70);
INSERT INTO Records (product_id, date, price) VALUES (688, '2020-08-18', 11.40);
INSERT INTO Records (product_id, date, price) VALUES (689, '2020-08-18', 11.90);
INSERT INTO Records (product_id, date, price) VALUES (691, '2020-08-18', 33.60);
INSERT INTO Records (product_id, date, price) VALUES (692, '2020-08-18', 36.30);
INSERT INTO Records (product_id, date, price) VALUES (693, '2020-08-18', 11.60);
INSERT INTO Records (product_id, date, price) VALUES (694, '2020-08-18', 27.50);
INSERT INTO Records (product_id, date, price) VALUES (695, '2020-08-18', 30.10);
INSERT INTO Records (product_id, date, price) VALUES (696, '2020-08-18', 34.50);
INSERT INTO Records (product_id, date, price) VALUES (697, '2020-08-18', 9.50);
INSERT INTO Records (product_id, date, price) VALUES (698, '2020-08-18', 9.00);
INSERT INTO Records (product_id, date, price) VALUES (699, '2020-08-18', 11.50);
INSERT INTO Records (product_id, date, price) VALUES (700, '2020-08-18', 23.60);
INSERT INTO Records (product_id, date, price) VALUES (701, '2020-08-18', 9.20);
INSERT INTO Records (product_id, date, price) VALUES (702, '2020-08-18', 53.50);
INSERT INTO Records (product_id, date, price) VALUES (703, '2020-08-18', 26.70);
INSERT INTO Records (product_id, date, price) VALUES (704, '2020-08-18', 20.60);
INSERT INTO Records (product_id, date, price) VALUES (705, '2020-08-18', 53.90);
INSERT INTO Records (product_id, date, price) VALUES (706, '2020-08-18', 28.00);
INSERT INTO Records (product_id, date, price) VALUES (707, '2020-08-18', 27.90);
INSERT INTO Records (product_id, date, price) VALUES (708, '2020-08-18', 40.30);
INSERT INTO Records (product_id, date, price) VALUES (709, '2020-08-18', 25.00);
